img_name,label,tweet,link
Arbys-i1042817850858262533.jpg,-1,@ryansatin Since you said the magic word #MakeMySandwich https://t.co/vdgOGM19I0,http://pbs.twimg.com/media/DnjVTo2XsAA5ms1.jpg
Arbys-i1042591820591587330.jpg,-1,@AbleGamers We're game! You guys do great work. #MakeMySandwich https://t.co/zqzHhfPBPg,http://pbs.twimg.com/media/DngHu4RU4AAntS5.jpg
Arbys-i1042506210338070529.jpg,-1,@Mort3mer We are! Dig in. #MakeMySandwich https://t.co/3FDPjRfdUB,http://pbs.twimg.com/media/Dne532lWsAE_cOp.jpg
Arbys-i1042480296921325568.jpg,-1,@WatchMixer Might want to order several sides with this... #MakeMySandwich https://t.co/vF3keQZRMX,http://pbs.twimg.com/media/DneiTWhUcAE1ZB-.jpg
Arbys-i1042460331824611328.jpg,-1,@bbibojr Plenty of love to go around. #MakeMySandwich https://t.co/28wfytOFmG,http://pbs.twimg.com/media/DneQJUsX0AEUl0_.jpg
Arbys-i1042434146642087936.jpg,-1,@SJGames Emphasis on  munch . #MakeMySandwich https://t.co/fXj3tgKGI7,http://pbs.twimg.com/media/Dnd4VHzW4AE-EMn.jpg
Arbys-i1042208186672074752.jpg,-1,@pattonoswalt @MeredthSalenger This deserves a sandwich #MakeMySandwich https://t.co/hFCMltXxPl,http://pbs.twimg.com/media/Dnaq0VxVsAESHMA.jpg
Arbys-i1042118992914259968.jpg,-1,@BuffaloTrace Lookin' good #MakeMySandwich https://t.co/wq2oHlGHRQ,http://pbs.twimg.com/media/DnZZsy6W4AAF4nI.jpg
Arbys-i1042103130543075328.jpg,-1,@BWWings Enjoy your sandwich  @BWWings. We'll get you next time. #MakeMySandwich #HoldOurBeer https://t.co/2q6y6Y4zw1,http://pbs.twimg.com/media/DnZLRhJW4AAsId0.jpg
Arbys-i1042099429287911424.jpg,-1,@No_Isaac_Stop https://t.co/NiXp75JFTO,http://pbs.twimg.com/tweet_video_thumb/DnZH404WsAAXuJL.jpg
Arbys-i1039199938650009600.jpg,-1,Sandwich decisions are hard. We're here to help: 1-833-44-ARBYS https://t.co/kW0nyYo3JF,http://pbs.twimg.com/media/Dmv7skUW0AAiHq8.jpg
Arbys-i1035180430549557248.jpg,-1,You can play as Boruto AND Boruto's Dad! https://t.co/zE8A6bRyC0,http://pbs.twimg.com/media/Dl2zHInU4AUI7Ij.jpg
Arbys-i1034881795286880258.jpg,-1,Never a bad time for pizza sliders  right @sew_angry and @volpinprops? https://t.co/T0qtFtNmnZ,http://pbs.twimg.com/ext_tw_video_thumb/1034881754371317760/pu/img/5T-cIbnebELLMU7Q.jpg
Arbys-i1034093186304618497.jpg,-1,Stop in  recharge  and continue the hunt https://t.co/LEGEtP5nej,http://pbs.twimg.com/media/Dlm315wWsAAWYkA.jpg
Arbys-i1031579709270835200.jpg,-1,We miss the bear  the bird and Grunty. Can you believe this game is 20? https://t.co/CwFyd5emBN,http://pbs.twimg.com/media/DlDoRQXXgAAdZ0g.jpg
Arbys-i1030106915941085184.jpg,-1,Looks like @BandaiNamcoUS is getting ready to fight on set... mind if we send over a special guest? #ChuninExams https://t.co/SDyvpFaJs5,http://pbs.twimg.com/media/DkuVex0WwAExNk3.jpg
Arbys-i1027932592463638529.jpg,-1,Find your joy https://t.co/RuOXj0LFAs,http://pbs.twimg.com/media/DkGyqPbXcAEgk9n.jpg
Arbys-i1027570196679217157.jpg,-1,We're going to need a longer piece of paracord next season https://t.co/U6Co3A2Rh8,http://pbs.twimg.com/media/DkKS-H8X4AAvpac.jpg
Arbys-i1025831357186957312.jpg,-1,Today s main event at #EVO2018:  @XavierWoodsPhD  vs Nightmare https://t.co/1ghaLRxEWA,http://pbs.twimg.com/media/Djx8LsnU8AAyND8.jpg
Arbys-i1025829278926004225.jpg,-1,Thanks for stopping by to faceoff with Nightmare  @Kayane! Watch now on https://t.co/LPKvcuBMMY #EVO2018 https://t.co/7RPTJlMCgD,http://pbs.twimg.com/media/Djx6R-TV4AArdqa.jpg
Arbys-i1025621738825035776.jpg,-1,Congrats to @Link1632 for winning the #EVO2018 @SOULCALIBUR VI tournament! https://t.co/MwvZCfyPa6,http://pbs.twimg.com/media/Dju9iBHW4AE6heW.jpg
Arbys-i1025545632994324480.jpg,-1,Check out some of our favorite fan-made pieces from the @BandaiNamcoUS booth here at #EVO2018! https://t.co/ZVzlpxf4TI,http://pbs.twimg.com/media/Djt33TuVsAAJA2o.jpg
Arbys-i1024716393911119873.jpg,-1,BWAAAH! https://t.co/xnmC9412xY,http://pbs.twimg.com/tweet_video_thumb/DjhHcR0X4AAToEL.jpg
Arbys-i1024308710229700608.jpg,-1,This weekend... Nightmare from @SOULCALIBUR returns at @EVO. #EVO2018 https://t.co/5NUsIQPuyb,http://pbs.twimg.com/amplify_video_thumb/1024288981545103360/img/KOaa4DV7_m0N-GZ4.jpg
Arbys-i1022904457086943239.jpg,-1,DON'T BLINK https://t.co/Wnd3ZqUTWE,http://pbs.twimg.com/amplify_video_thumb/1022238065153077248/img/JtPAFAMUghN1Ulid.jpg
Arbys-i1022871051020259331.jpg,-1,Fire up your soul  @VampyBitme! Fire up your soul  @BandaiNamcoUS! https://t.co/ezFRp4hzqa,http://pbs.twimg.com/ext_tw_video_thumb/1022871020192100352/pu/img/1FBOC7o0SaT90YpU.jpg
Arbys-i1022501805765414913.jpg,-1,Watch out for those pesky seagulls https://t.co/Ut6mqXYL28,http://pbs.twimg.com/tweet_video_thumb/DjCn8JtXcAAS7UL.jpg
Arbys-i1021416078688342016.jpg,-1,Not for your average joe https://t.co/Ltd6zq3LWT,http://pbs.twimg.com/media/DizMf4iXsAALdch.jpg
Arbys-i1019960060015980544.jpg,-1,If you're gonna catch a flick in Irontown  do as the humans do https://t.co/z1Yv90MVtp,http://pbs.twimg.com/media/DieYD5uVQAAfQag.jpg
Arbys-i1019235280375537666.jpg,-1,Are you too good for your home  ball?! https://t.co/d8Se5s1bY9,http://pbs.twimg.com/amplify_video_thumb/1018839210818760704/img/R553CcAj1Z8n6OjO.jpg
Arbys-i1018872888039002113.jpg,-1,Catching up with two old friends over lunch https://t.co/YHw36yxDi1,http://pbs.twimg.com/media/DiOllMnVAAE2Dcy.jpg
Arbys-i1017805366766260226.jpg,-1,Wow  Dusty Divot is looking greener by the day https://t.co/ptrmDGS09O,http://pbs.twimg.com/media/Dh_4kz3UcAAcuSe.jpg
Arbys-i1017102879054757889.jpg,-1,RAGE!!! https://t.co/eUzf6wT1ju,http://pbs.twimg.com/tweet_video_thumb/Dh15pDZXUAApmNP.jpg
Arbys-i1016336175068532736.jpg,-1,He's ready! He's ready! https://t.co/J4RTGN4XD0,http://pbs.twimg.com/media/Dhqrp73WsAA2a3q.jpg
Arbys-i1015368698914193409.jpg,-1,We've finished our biggest build ever at #AX2018 with @BandaiNamcoUS and @VolpinProps! https://t.co/oBq0YxvAXO,http://pbs.twimg.com/media/DhdQZtcU0AARof_.jpg
Arbys-i1015269423605735424.jpg,-1,We're at #AX2018 with @BandaiNamcoUS and @VolpinProps to make our biggest build ever: Nightmare from @soulcalibur! https://t.co/hHALmpPUwh,http://pbs.twimg.com/media/Dhb2AUlUcAAZzw8.jpg
Arbys-i1012731982500061184.jpg,-1,Crisis  Make Up! https://t.co/5cTTKVvPgi,http://pbs.twimg.com/ext_tw_video_thumb/1012731920495595527/pu/img/-7vDfdrlydSwlv7k.jpg
Arbys-i1011301279493246986.jpg,-1,Who's in the mood for some jolly co-operation? https://t.co/NJ67uwwo1Y,http://pbs.twimg.com/amplify_video_thumb/1011300402317455360/img/xXFT2famZADORarT.jpg
Arbys-i1010210933824729088.jpg,-1,We've been waiting for this #LifeIsStrange2 https://t.co/9RPGr7AGZJ,http://pbs.twimg.com/ext_tw_video_thumb/1010210882230603777/pu/img/84Wvu5zYEjBejgTW.jpg
Arbys-i1009947046919528449.jpg,-1,We re excited on Daria s behalf https://t.co/V4nFhd0wfE,http://pbs.twimg.com/media/DgQLrQEW4Awe1pu.jpg
Arbys-i1009073319918915585.jpg,-1,We broke two @GWR titles just to let everyone know that Arby s now has @CocaCola. https://t.co/mdsailUEC3,http://pbs.twimg.com/amplify_video_thumb/1009042446850969600/img/tiBd7ZV-zCKcGLmJ.jpg
Arbys-i1008741128667983872.jpg,-1,It's still out there https://t.co/zszq87YDeb,http://pbs.twimg.com/media/DfwEaLSW4AQa5q3.jpg
Arbys-i1007653965138280448.jpg,-1,Make-your-own wisdom from Dear ol' Dad https://t.co/ENJcc7k8zL,http://pbs.twimg.com/media/DfmAogWWAAAHY0Y.jpg
Arbys-i1006891839914479617.jpg,-1,No matter what happens out there  @beefgolf  know this: your golf towel game is strong #BaconBeefNCheddar https://t.co/14aSDgLYHv,http://pbs.twimg.com/media/DfkxwJ2XkAEztQx.jpg
Arbys-i1006544191470567425.jpg,-1,Unite to Fight! #E32018 https://t.co/LRcvYcyj61,http://pbs.twimg.com/media/DffqN6MWkAI2vdQ.jpg
Arbys-i1006536763941314560.jpg,-1,We just set the @GWR title for Smallest ad to let everyone know something big is coming. https://t.co/ggiP8JD44A,http://pbs.twimg.com/amplify_video_thumb/1006521684474695680/img/byC2_Wrk_8ZAP1ba.jpg
Arbys-i1006310206400356352.jpg,-1,Odyssey and on-the-sea #E32018 https://t.co/sbrnZV1Qjl,http://pbs.twimg.com/media/DfchqcmX0AELo9M.jpg
Arbys-i1006265053560102912.jpg,-1,Out from the shadows... into the explosions #E32018 https://t.co/TK4ZoNQSjt,http://pbs.twimg.com/tweet_video_thumb/Dfb4ZnQUwAAW5It.jpg
Arbys-i1006017852367949825.jpg,-1,If you're itchin' for post-apocalyptic mayhem... #E32018 https://t.co/hA7Rbx64v3,http://pbs.twimg.com/tweet_video_thumb/DfYXvnUXkAEd4ps.jpg
Arbys-i1003683851770716160.jpg,-1,The borders have been opened https://t.co/jLC3LB1alP,http://pbs.twimg.com/media/De3NInYX4Akk7ve.jpg
Arbys-i1003660477011058688.jpg,-1,Order up for the Sausage King of Chicago https://t.co/acBAlITuTi,http://pbs.twimg.com/amplify_video_thumb/1003660322337587200/img/pWoqjfwIG2v3a5jG.jpg
Arbys-i1001493372534738947.jpg,-1,Round 30... FIGHT! https://t.co/EL43ibSZQs,http://pbs.twimg.com/media/DeEBbeCX4AAObJp.jpg
Arbys-i999681432166350848.jpg,-1,Derby day came and went  but we can still celebrate a special week https://t.co/LsCHIGVb5W,http://pbs.twimg.com/media/DdgErk1X4AE6Is5.jpg
Arbys-i999085177547747333.jpg,-1,Hey @brandichastain  it s not made of gold  but we think you look much better in Arby s Sauce. https://t.co/RXFkUlgFMd,http://pbs.twimg.com/media/Dd12lo3V4AEwToi.jpg
Arbys-i998971753937428480.jpg,-1,Get equipped with... https://t.co/MVGidGsd2q,http://pbs.twimg.com/media/DdgB3FGWkAsOrdR.jpg
Arbys-i998941558081699840.jpg,-1,Go Bayside Tigers! https://t.co/K6yqO0bh55,http://pbs.twimg.com/media/DdgDTJoX4AAGKpb.jpg
Arbys-i998594278355079169.jpg,-1,Come and get your whoopin'  Fused Zamasu https://t.co/AzOvkbYstS,http://pbs.twimg.com/media/DdgAuvEXUAASroA.jpg
Arbys-i997507103584608257.jpg,-1,America's favorite pastime: video games based on America's other favorite pastime https://t.co/uulwUGHQqu,http://pbs.twimg.com/media/DdKqB33XcAAzbVr.jpg
Arbys-i996871811622232064.jpg,-1,Don't just play with your food-- write with it. Download our Arby's Sauce font for free: https://t.co/JZC2w3mOFH https://t.co/VCf9Sdp8fk,http://pbs.twimg.com/amplify_video_thumb/996871310226657281/img/QD3C8yBTnkH3dGWW.jpg
Arbys-i996435040417583106.jpg,-1,Eat well  for you will need to be prepared for the day ahead https://t.co/2i26KWfGRE,http://pbs.twimg.com/media/DdKlUKNX4AEBFzd.jpg
Arbys-i996404838043996161.jpg,-1,Stuck in a time loop? At least lunch will always be good... https://t.co/QT6CTBNUUQ,http://pbs.twimg.com/media/DdKkjfAW4AAgZyI.jpg
Arbys-i995695165401649153.jpg,-1,From one generation to another https://t.co/MM9IpH8mxj,http://pbs.twimg.com/media/Dc2RP6zWkAE76Uq.jpg
Arbys-i994985490779660288.jpg,-1,Poems only a mother could love https://t.co/MLiiILQ1fY,http://pbs.twimg.com/media/DcsjjgEWAAMOBxZ.jpg
Arbys-i994955294605303809.jpg,-1,Everyone friend! Everyone friend! https://t.co/ZgVlLMwG5d,http://pbs.twimg.com/media/Dcsn2FRX0AAnXzY.jpg
Arbys-i994607998701133824.jpg,-1,They're still the Champions https://t.co/CUVBHktj5g,http://pbs.twimg.com/media/DcZA4hBWkAAGHBf.jpg
Arbys-i993883233983983617.jpg,-1,Welcome back to Eora https://t.co/rpetRrdUzQ,http://pbs.twimg.com/media/DcY4ciZXcAAtqFo.jpg
Arbys-i993535937320701952.jpg,-1,Making a quick stop to refuel https://t.co/MPJLhgGkkq,http://pbs.twimg.com/media/DcY09EfXcAsjmcW.jpg
Arbys-i992126145654083584.jpg,-1,Try not to drop any sauce on that gown https://t.co/UyCT5TG1Wu,http://pbs.twimg.com/media/DcS9Y3dWsAA9J3f.jpg
Arbys-i990984120435134464.jpg,-1,As long as we've got waves  everything's okay. As long as we can lift  it's no problem. https://t.co/FUJ9Idp32H,http://pbs.twimg.com/media/DcCRKsRWkAAa8cq.jpg
Arbys-i990621732548456448.jpg,-1,The story of Lemuria  a long lost kingdom  and a girl born for glory... https://t.co/A7klgisrzA,http://pbs.twimg.com/media/Db8MqVpWAAAKqfu.jpg
Arbys-i989896967642800128.jpg,-1,Heading into the shadows? Better eat first. https://t.co/Bb01HvV5LZ,http://pbs.twimg.com/amplify_video_thumb/989579761574916096/img/saEJjn-1pcl8qzvi.jpg
Arbys-i989534575499141120.jpg,-1,Where monsters rampage  she's there to take them down! https://t.co/bo1VEYYYDc,http://pbs.twimg.com/media/DbqFfd3VMAAJB6r.jpg
Arbys-i989217484048773120.jpg,-1,Loving 50v50. Becoming masters of our craft. https://t.co/TW2tXWahhp,http://pbs.twimg.com/tweet_video_thumb/Dbpi_Z6X0AEklqu.jpg
Arbys-i989172181069254656.jpg,-1,We're ready to get tangled up https://t.co/MqluAsWcsD,http://pbs.twimg.com/media/Dbo4-UmX4AEQx1_.jpg
Arbys-i988447411889520640.jpg,-1,If you don't eat  you can't win https://t.co/lnEBu50Nds,http://pbs.twimg.com/amplify_video_thumb/987455161529458688/img/R-1O0Hwiqlf_pIF9.jpg
Arbys-i988085022413516801.jpg,-1,We're itching to get back in the saddle https://t.co/XFf9Y1k3nH,http://pbs.twimg.com/media/DbPy88xU0AAbw9I.jpg
Arbys-i987722639685931009.jpg,-1,Finally  a slipmat to match your tasty beats https://t.co/HPpECvNgVA,http://pbs.twimg.com/media/DbPxrsYXUAYYkyB.jpg
Arbys-i987360257432309764.jpg,-1,Arby's: We Have The Liter o' Cola https://t.co/D0lZbmqwr0,http://pbs.twimg.com/tweet_video_thumb/DbPC15FX0AAUhGf.jpg
Arbys-i987103554685947904.jpg,-1,Easy on the cola  Farva-- it's an hour and a half long movie https://t.co/jWXS2g2TtP,http://pbs.twimg.com/media/DbK2nDZXkAE5IaV.jpg
Arbys-i986997863363198981.jpg,-1,Sure hope he likes curly fries... https://t.co/jorp4AYCCc,http://pbs.twimg.com/amplify_video_thumb/986995341546401792/img/imaI4zME-Rme4ZA2.jpg
Arbys-i986635471378964481.jpg,-1,Finally  Gon vs. Gyro https://t.co/XQ9EeBWh1R,http://pbs.twimg.com/media/DbEyELNVMAAyinZ.jpg
Arbys-i986288182273556480.jpg,-1,The fastest way to get ready for her birthday dinner https://t.co/Cho4ZcmpMG,http://pbs.twimg.com/amplify_video_thumb/986283986371608576/img/rF9AzUdJ3SNFaPm9.jpg
Arbys-i986257393569935362.jpg,-1,We're good at sandwiches... poetry  not so much #NationalHaikuDay https://t.co/UtGLtvcNhV,http://pbs.twimg.com/ext_tw_video_thumb/986255036882804736/pu/img/WGGQb772UnRRostY.jpg
Arbys-i985910699783311362.jpg,-1,Beware the The Mad Dog of Shimano https://t.co/zkgtxsHBFd,http://pbs.twimg.com/media/DaqpKpCV4AAmuLD.jpg
Arbys-i985548301461110784.jpg,-1,Galactic center  here we come https://t.co/qI5HvcQG4x,http://pbs.twimg.com/media/DaqgQxhWAAAizLg.jpg
Arbys-i984853733803622401.jpg,-1,Danger  Will Robinson! https://t.co/CbT2Tky0I1,http://pbs.twimg.com/media/Dam1m_wXUAE5jhb.jpg
Arbys-i984808431889592320.jpg,-1,You may take the floor https://t.co/bZeOU8QfKw,http://pbs.twimg.com/amplify_video_thumb/984519763551510534/img/7_hNIWjWy672_nus.jpg
Arbys-i984461142000009217.jpg,-1,We'll hook you up with our nicest booth. #prom https://t.co/pK35nWEQHz,http://pbs.twimg.com/media/DaWBv6JXcAAR6qz.jpg
Arbys-i984098752934821888.jpg,-1,Should we get one Side... or 7? https://t.co/x6pbRCWFSc,http://pbs.twimg.com/media/DaWBEtoXcAQc2WG.jpg
Arbys-i983373982433972225.jpg,-1,Jojo. Gyro. Mozzarella. https://t.co/FG209jFaFj,http://pbs.twimg.com/media/DaWAg7xXkAIj8PW.jpg
Arbys-i982679408279539713.jpg,-1,You're killing us  Smalls https://t.co/Cz8TAO17h5,http://pbs.twimg.com/media/DaH5mKIWAAAEQ6f.jpg
Arbys-i982649204123230208.jpg,-1,Can't wait to not see more of our favorite student https://t.co/33ijEdIrS7,http://pbs.twimg.com/media/DaH6XWIU8AA9wCY.jpg
Arbys-i982286829528453121.jpg,-1,You may have seen this coming https://t.co/2jJk25fiPj,http://pbs.twimg.com/media/DZ4jMbNVAAA9501.jpg
Arbys-i981562037250732033.jpg,-1,All hail the Game King https://t.co/UmOgquQcx2,http://pbs.twimg.com/media/DZ4hzJ2U0AA1e3R.jpg
Arbys-i981199649141903360.jpg,-1,See You Space Cowboy... https://t.co/AUCoBNVJLn,http://pbs.twimg.com/media/DZ3qZ5TWsAEDEkd.jpg
Arbys-i979374319800332288.jpg,-1,He's gonna hit 'em where it counts https://t.co/CNmfm3og91,http://pbs.twimg.com/media/DZdvucTXcAIxWDw.jpg
Arbys-i979055531905069056.jpg,-1,Seeing is believing. @WarbyParker and @Arbys. Tomorrow... worlds collide. https://t.co/VpCcoSXT3t,http://pbs.twimg.com/media/DZY7SeTXUAYRLSK.jpg
Arbys-i978762940953366530.jpg,-1,remember medabots  haha  anyways buy arby's https://t.co/fTCWdJXpgE,http://pbs.twimg.com/media/DZVDVK0XUAA88nE.jpg
Arbys-i978662947625947136.jpg,-1,Is it break time yet? https://t.co/sjYpBxGjcE,http://pbs.twimg.com/media/DZOztqRW4AAmXTM.jpg
Arbys-i977213380799811584.jpg,-1,Turns out we're good at sandwiches and baby names https://t.co/4Ge3QGcq4o,http://pbs.twimg.com/tweet_video_thumb/DYxl5UnU8AIXwEP.jpg
Arbys-i976488613557891073.jpg,-1,Lofty's got your back https://t.co/Ui6AiDkTkg,http://pbs.twimg.com/media/DYxk_D1VMAABt1B.jpg
Arbys-i976126224496918529.jpg,-1,Just in case you run out of bananas https://t.co/6ZO4Cel9xQ,http://pbs.twimg.com/amplify_video_thumb/976099030328594432/img/A3yBkCzaWUOVYhgU.jpg
Arbys-i975763831455535105.jpg,-1,That's big. That's really big. https://t.co/XnLvCvOoVA,http://pbs.twimg.com/media/DYp_vKMW4AAfoTd.jpg
Arbys-i975039066872819712.jpg,-1,So Saint Patrick banished all the SNAKES from Ireland? Phew. We're okay  then. https://t.co/7EYXeKCTHz,http://pbs.twimg.com/media/DYfwEzoWsAAnDL1.jpg
Arbys-i974674065830096897.jpg,-1,Sneaking into that mobile beta https://t.co/IUZ1t1uxFz,http://pbs.twimg.com/media/DYa8sElW4AApTYF.jpg
Arbys-i974299187071209472.jpg,-1,As one adventure begins  another waits in the shadows. She's one tough cookie! https://t.co/ecFncpgeyK,http://pbs.twimg.com/media/DYVjaJgWkAADIUF.jpg
Arbys-i973951908548198401.jpg,-1,I am the bone of my sword https://t.co/2wqnVHcqMi,http://pbs.twimg.com/media/DYIYqveXcAA0EQ8.jpg
Arbys-i973589510704500736.jpg,-1,He should have been the one to fill your dark soul with FRIIIIES! https://t.co/Gc20Rd6mIn,http://pbs.twimg.com/media/DYIXgdlWsAAGpIG.jpg
Arbys-i973238201140867072.jpg,-1,If it were any more Texan  it would be wearing jeans https://t.co/GPdbA0dbHO,http://pbs.twimg.com/media/DYGi2rIWkAEYNP0.jpg
Arbys-i972864738152648705.jpg,-1,Thanks  Goku. It's been super. https://t.co/SHV9cBJPeV,http://pbs.twimg.com/amplify_video_thumb/972831968151744512/img/DlBXMLPSfndRSUjX.jpg
Arbys-i972155051052621824.jpg,-1,Overcome the impossible https://t.co/KpAVT2yzfe,http://pbs.twimg.com/media/DXpKzZpXUAIoFag.jpg
Arbys-i971792678512930816.jpg,-1,We can see your future... and it's epic https://t.co/nuNT5QR3CU,http://pbs.twimg.com/media/DXxnrgoW4AEaIcr.jpg
Arbys-i971430295919648768.jpg,-1,Can you believe the future was 15 years ago? https://t.co/rJkyPkBZ1T,http://pbs.twimg.com/media/DXpHpmXXUAIKfq2.jpg
Arbys-i971067900130885632.jpg,-1,Submarine Reflection! https://t.co/06qgSoH5jc,http://pbs.twimg.com/amplify_video_thumb/970780530244399104/img/j25fUvLUmQAO4Qr2.jpg
Arbys-i970705511082594304.jpg,-1,Make sure you introduce yourself properly https://t.co/zcPOaZsHxa,http://pbs.twimg.com/media/DXiKu0yW4AUDE__.jpg
Arbys-i969618334932115456.jpg,-1,Please no rockets please no rockets please no rockets please no rockets https://t.co/aUsUGI54XU,http://pbs.twimg.com/media/DW_cE5xXUAIHGA8.jpg
Arbys-i968893579346157568.jpg,-1,Anyone know how to mute a CL4P-TP Steward Robot? https://t.co/Cd7fTYaSya,http://pbs.twimg.com/amplify_video_thumb/968229667684732929/img/Lf1BwIswTpdCsDj3.jpg
Arbys-i968555862171312128.jpg,-1,Those 15 Silver Points are as good as ours https://t.co/jit1eIVYB0,http://pbs.twimg.com/media/DXEAYFWXkAEdB-v.jpg
Arbys-i968168795410898945.jpg,-1,Ponyo wants ham! https://t.co/xshiZeEh9x,http://pbs.twimg.com/amplify_video_thumb/967987696172875776/img/CBSA-6K2tJSjC2G2.jpg
Arbys-i967081643021238272.jpg,-1,You did pass the bar  didn't you? https://t.co/j3bS8gzPUU,http://pbs.twimg.com/amplify_video_thumb/966416212392542208/img/Du4-P1L6BafgUuY4.jpg
Arbys-i966719244951019520.jpg,-1,Fly high! https://t.co/DpXfwNdJGi,http://pbs.twimg.com/media/DWglejZWAAcCfwM.jpg
Arbys-i966356844489990150.jpg,-1,There is a correct answer https://t.co/vZAIMd3IWN,http://pbs.twimg.com/media/DWgjz6TVAAA2qZa.jpg
Arbys-i965994479282020353.jpg,-1,So long and thanks for all the fish https://t.co/qHExQpeR9g,http://pbs.twimg.com/media/DWbhTJUUMAEpTyY.jpg
Arbys-i965254586771656706.jpg,-1,Happy Birthday  @BeefGolf! Today  dance like no one's watching. (Or hula hoop. Your choice.) https://t.co/aHx3Kp0BzS,http://pbs.twimg.com/tweet_video_thumb/DWLyb6NWkAAIEFJ.jpg
