,img_names,rand_cats,nn_tweet
82,Arbys-i868859425540517888.jpg,vegetable,hey @alyankovic  we love you and we love parodies. so we parodied you with breakfast food. hope you like it. http://t.co/Xqu4eQAlpZ
83,Arbys-i869980650778095617.jpg,dairy-product,@Mort3mer We are! Dig in. #MakeMySandwich https://t.co/3FDPjRfdUB
84,Arbys-i870671365631746048.jpg,rice,anyway  here's 'wonderwall'... http://t.co/0FbqU4dECI
85,Arbys-i871758529073475585.jpg,bread,Ever wonder who the legend is that created Taco Bell? Watch this. https://t.co/YAMurRFCQ3
86,Arbys-i872120914195783680.jpg,soup,How many points until your next reward?  #MyRedLobsterRewards https://t.co/FTUtP005q6
87,Arbys-i872845683308605441.jpg,fried-food,https://t.co/jCN3kHL5Tk
88,Arbys-i872899973783924736.jpg,rice,happy new year's eve! hope you make some rad toasts tonight https://t.co/Sce2osLzmK
89,Arbys-i873570469890240512.jpg,dairy-product,Get it on the double. The $5 Double Cheesy Gordita Crunch Box is only here for a little while longer. https://t.co/UGMznZfCMI
90,Arbys-i874023461231800321.jpg,meat,Odyssey and on-the-sea #E32018 https://t.co/sbrnZV1Qjl
91,Arbys-i874063912777527296.jpg,seafood,Step inside #TacoBell2032: Demolition Man Experience. https://t.co/iS73eDmZmY
92,Arbys-i874295256967139328.jpg,dairy-product,3 point queen Andrea Hoover #collegeslam http://t.co/5frQplEN00
93,Arbys-i874687841095131136.jpg,meat,Happy Birthday Burt Reynolds! Drive that Trans Am to your local Denny s for your free Grand Slam!! ;) http://t.co/xMPL4jLEoS
94,Arbys-i875080092917084160.jpg,soup,Windows down  Mac n  Cheetos up. It s summertime. https://t.co/tETharOljA
95,Arbys-i875442737386053633.jpg,dessert,We can hear your stomach growling from here  TBH.   https://t.co/yrNMICLOdW
96,Arbys-i875744796869971971.jpg,fried-food,I can see your halo  halo  halo. RT@ATfromdaATL @DennysDiner And @caandersonn all in one pic #blessed http://t.co/Ro5LTrz9SR
97,Arbys-i876831943953797120.jpg,fruit,ladies and gentlemen  we are floating in space https://t.co/UweY6te6K0
98,Arbys-i876835786192076800.jpg,vegetable,Oh yes  #Crabfest  is back with the largest variety of crab. Time to get crackin'! https://t.co/tQgHCYJL8u
99,Arbys-i877194344003887106.jpg,dairy-product,Do you know your mo? https://t.co/3ITTJG2h6A
100,Arbys-i878281509412552704.jpg,dessert,#TacoBellTacoShop s Fall Essentials Collection has officially dropped. Shop now. https://t.co/mSTnaZKLyY https://t.co/N1xsMpFVAN
101,Arbys-i879731064440336385.jpg,bread,Let's just close our eyes and pretend winter is over. http://t.co/293Zj1FgQI
102,Arbys-i880818219140882434.jpg,rice,the new spicy crispy chicken sandwich. it s hot  juicy and packs one hell of a punch. #spicycrispychickensandwich https://t.co/o3LiA8899g
103,Arbys-i881965821517455360.jpg,egg,anyway  here's 'wonderwall'... http://t.co/0FbqU4dECI
104,Arbys-i882267786612940800.jpg,soup,The Princess can wait until after breakfast. http://t.co/kq2Pvq0XiY
105,Arbys-i882630173144764416.jpg,dairy-product,https://t.co/ed1GWutpdh
106,Arbys-i883354951103033344.jpg,bread,#confession sometimes we re-touch our photos http://t.co/TS5H4nQJLN
107,Arbys-i883717319418986496.jpg,noodles/pasta,Sliding into your DMs like... https://t.co/5Vg319OagY
108,Arbys-i884804478750388225.jpg,meat,You did pass the bar  didn't you? https://t.co/j3bS8gzPUU
109,Arbys-i885166879928496129.jpg,rice,You know your weekend is good when there are Cheddar Bay Biscuits involved. https://t.co/keBqQfygKR
110,Arbys-i885891648940498945.jpg,fried-food,Brrrr  it's cold in here/ I said there must be a snowstorm in the atmosphere / Oh-ee-oh-ee-oh /ice  ice  ice. http://t.co/RlHi4cRgN4
111,Arbys-i887341213833207810.jpg,soup,#TheWalkingDead after-party at our place tonight. No matter what  we're always open. http://t.co/FsHjYiErhs
112,Arbys-i887673401648828418.jpg,meat,@WatchMixer Might want to order several sides with this... #MakeMySandwich https://t.co/vF3keQZRMX
113,Arbys-i887770781010317312.jpg,egg,Lobster and Shrimp Summerfest ends today! Get a taste of those summer flavors one more time.   : @FoodieJudge https://t.co/spPAdlcFwc
114,Arbys-i888434146351230976.jpg,meat,3 melty cheeses. 2 new menu items. Only $1 each. Introducing the $1 #TripleMeltNachos and #TripleMeltBurrito. https://t.co/tjfdg9SLzZ
115,Arbys-i888451260625694721.jpg,dessert,do you want a free $10 Denny s GIFt card? do you have a tumblr? if yes  click the link: https://t.co/zbBnMA0oty https://t.co/ovgWtDMI8i
116,Arbys-i889877918817464320.jpg,noodles/pasta,Watching #TeamUSA at the #OpeningCeremony inspired this new dunking style. #CantMissMoments @RalphLauren https://t.co/qUsLJsfZei
117,Arbys-i890240300144316417.jpg,fried-food,According to our setlist  this next one is all about $20 Fill Ups. https://t.co/JydX3RIcFK
118,Arbys-i890602683580788736.jpg,soup,They only bloom once every seven years... https://t.co/ZDuHdCCzgr
119,Arbys-i891357674696097794.jpg,meat,Who's gonna take the cup? https://t.co/IT6Wayr2S3
120,Arbys-i892414638469505025.jpg,noodles/pasta,This delicious Fan Food Pic via tumblr user sweeetstache. http://t.co/itltJbuETB
121,Arbys-i894226580557357056.jpg,fried-food,We ve shared #passtheplate nearly 100 times to raise awareness for childhood hunger. Let s #passtheplate even more! http://t.co/5ex2AzREUq
122,Arbys-i894951343424589824.jpg,noodles/pasta,Check out this amazing KITKAT Pancake recipe for a mouthwatering break #HaveABreak https://t.co/r0RXAEtpjz
123,Arbys-i895359033946759170.jpg,noodles/pasta,See You Space Cowboy... https://t.co/AUCoBNVJLn
124,Arbys-i896414391138226177.jpg,soup,The moment we ve all been waiting for...the #LobsterEmoji has officially arrived!!!   https://t.co/5JPMqKcUPc
125,Arbys-i896763281209208837.jpg,rice,Fists are gonna fry https://t.co/5m7vEguY22
126,Arbys-i897488077664301056.jpg,rice,The signs have been there all along. Prepare to experience the power of the dollar like never before. #Belluminati https://t.co/GV19r5hOwf
127,Arbys-i898212838086385665.jpg,noodles/pasta,How do make a bacon cheeseburger better? You make it S Awesome. Get the new S Awesome Bacon Classic today! https://t.co/GRMr9ppTWp
128,Arbys-i900024782858670080.jpg,vegetable,Imagine what we could do with 280 characters https://t.co/oxyLqMF7wn
129,Arbys-i900388543108874240.jpg,dairy-product,Crave like no one s watching. https://t.co/WK7eFcLjlC
130,Arbys-i900886639022571520.jpg,egg,Win a $2 500 scholarship from #DennysHFE &amp; @TomJoynerFound. Visit https://t.co/HqwvZbuVAK for details. #DennysAtBETX https://t.co/9dI1VfJx8p
131,Arbys-i901124079478083584.jpg,meat,zoom in on the syrup https://t.co/omRBupjrXq
132,Arbys-i902561500333830144.jpg,rice,Rally the crew; we're going after the big ones https://t.co/dNUavBu5Qu
133,Arbys-i903286265059135488.jpg,noodles/pasta,New filters coming to Instagram soon? http://t.co/8vBZJ3iT8Q
134,Arbys-i903648660579172353.jpg,rice,Grilled or Crispy? How do you Chicken Sandwich? https://t.co/XI5arO4hju
135,Arbys-i904373447135858689.jpg,bread,Whoa  we re halfway there... Whoa-oh... https://t.co/9r0JlrPOsZ
136,Arbys-i905098200733949957.jpg,fruit,@JRsBBQ Good God almighty! This is truly the upper crust of the squared circle. #MakeMySandwich https://t.co/m6jZmC2bRK
137,Arbys-i905853171687460865.jpg,vegetable,SliderSmile: Smiles induced by eating scrumptious sliders. Only available at White Castle   https://t.co/9ccF4biAKW
138,Arbys-i906185363483279360.jpg,dessert,one taught me love one taught me patience one taught me pain https://t.co/ajNUpeL0bV
139,Arbys-i906910146743304194.jpg,meat,open for a sweet surprise   https://t.co/enUVx4ZyTb
140,Arbys-i907634924647317506.jpg,seafood,we have grapes https://t.co/QoFMakjTtD
141,Arbys-i908359688898494464.jpg,bread,This is the story of a truly melancholy mix-up. #SadTVShows #OITNBa http://t.co/tJZl6h0kjr
142,Arbys-i908722084414550016.jpg,fruit,Grinch Pancakes at IHOP. Try them before they re stolen. #TheGrinch https://t.co/MG2dVWnmY1
143,Arbys-i909084464042708992.jpg,meat,Happy Birthday  @Oprah! We made a magazine just for you! http://t.co/rDuCWHG2zL
144,Arbys-i909446873554886656.jpg,seafood,We saw the future it looks delicious. #TeamUSA #OpeningCeremony #CantMissMoments https://t.co/aZJHsKcTVc
145,Arbys-i909809249827434496.jpg,bread,Attention all musicians: Last chance to apply for @FeedTheBeat. Head to https://t.co/I6Cbnxcj5u now. https://t.co/pxdphhVIDd
146,Arbys-i910171645024903168.jpg,rice,Win a trip to the @IndependenceDay premiere. For full Official Rules visit https://t.co/4EG3OnLyal #IDRSweepstakes https://t.co/ZNBHU3R7ff
147,Arbys-i910534028482060288.jpg,rice,Can't stop drinking @Skittles Strawberry Freeze.   https://t.co/ALAHQD91Ku
148,Arbys-i910896410308038661.jpg,vegetable,BRANG THE TANG! 99  Bistro Turkey Slider is back  baby. https://t.co/pioxGc119k
149,Arbys-i911258795543687170.jpg,soup,This OREO cookie goes out to the 18 700 000 Pok mon Trainers who are excited to see the #DetectivePikachu movie! https://t.co/a4U04hiHwb
150,Arbys-i911983574978502656.jpg,vegetable,https://t.co/txovMDysrl
151,Arbys-i912715015710494720.jpg,dairy-product,The $5 Fill Up is a finely tuned meal for your hungry mouth-ears. https://t.co/ZdNoointUe
152,Arbys-i913446799775604736.jpg,meat,Happy Birthday  @Oprah! We made a magazine just for you! http://t.co/rDuCWHG2zL
153,Arbys-i913795507230613504.jpg,dessert,when you think it's cute to name your cat whiskers and then he gets the whisk disease #nationalpetday https://t.co/iWoDS5kWEg
154,Arbys-i915245059200577538.jpg,noodles/pasta,Go BIG this summer with our new mouthwatering Cedar-Plank Seafood Bake! https://t.co/E2DU9sWekc
155,Arbys-i915969858180755457.jpg,dairy-product,This OREO goes out to our 8 704 000 #SoccerFans who would do just about anything for a game-worn jersey. https://t.co/g3iI5gAEwc
156,Arbys-i916332229726523392.jpg,soup,Make the most of your summer breaks with these crunchy KITKAT coconut &amp; raspberry bars! #HaveABreak https://t.co/gppSRHC0EC
157,Arbys-i917781787304017920.jpg,rice,Fall submissions for @FeedTheBeat are now open. Tag your favorite musician who should apply. https://t.co/Bx9DEY8IJo https://t.co/TKnzgSkN8g
158,Arbys-i918153161126367232.jpg,dairy-product,#ValentinesDayChallenge https://t.co/k3uLw7ZFKk
159,Arbys-i918506564343939072.jpg,seafood,Some things just go together...like Chick-fil-A Catering and tailgating. https://t.co/EAMcXmoRCV
160,Arbys-i919231322920435712.jpg,dairy-product,"When ""classic"" is your thing! #EndlessShrimp https://t.co/NlZOS648pQ"
161,Arbys-i919956136421343234.jpg,fruit,~talk denny's to me~ http://t.co/wdvb4aN3OC
162,Arbys-i920303405704282113.jpg,seafood,Would you watch our version of @girlsHBO? It's farm fresh. http://t.co/MmFQ4xOFvG
163,Arbys-i920333595717365760.jpg,fried-food,One taught us agony  one taught us misery and one taught us pain. https://t.co/zvnjAnJXiO
164,Arbys-i920680903847837696.jpg,fried-food,happy new year's eve here's a toast to all of you http://t.co/35yuxJU3zE
165,Arbys-i921737850978107393.jpg,dessert,See the Slams in the College Slam Dunk Contest tonight on ESPN at 9/8c. Vote for your fav dunk with #CollegeSlam https://t.co/4G5fULWDbb
166,Arbys-i922130439745298432.jpg,dairy-product,Let's Red  White  and Blue Slam our way into the next round! GO AMERICA! http://t.co/kctrr4jbD6
167,Arbys-i922492830580445184.jpg,fried-food,What's your favorite Taco Bell menu item to add #NachoFries to? https://t.co/5wm88CiMS4
168,Arbys-i923650540197875716.jpg,fruit,              https://t.co/TsqAYDmDL0
169,Arbys-i923927277309648901.jpg,dessert,This OREO cookie goes out to the 1 541 510 #PumpkinSpice lovers who always make time for a taste of autumn. https://t.co/10iyo4Ojl3
170,Arbys-i923957483902775298.jpg,dairy-product,thanks to reports of a new walkman we've had to rush out our Waffman project. not even sure what it does yet  smh. http://t.co/WdVqY0Ftgr
171,Arbys-i925029540778295296.jpg,bread,New filters coming to Instagram soon? http://t.co/8vBZJ3iT8Q
172,Arbys-i925754306933882880.jpg,rice,You can have your cake and tweet it  too. https://t.co/kL9QZB8KYl
173,Arbys-i926429349175287809.jpg,rice,This OREO cookie goes out to our 3 118 033 #zombies who can smell the Halloween treats from 6 feet under  . https://t.co/0RSOttk6lH
174,Arbys-i926479083277500416.jpg,soup,You know your weekend is good when there are Cheddar Bay Biscuits involved. https://t.co/keBqQfygKR
175,Arbys-i927218959325184000.jpg,bread,If you like our sauce packets  you'll love our new Taco Bell Tortilla Chips. Get them first at @7eleven. https://t.co/fctDRuxWDs
176,Arbys-i927943736411152385.jpg,soup,Have you tried customizing the Wild Naked Chicken Chalupa yet? Adding jalape os takes it to the next level. https://t.co/bDUS6rqAf9
177,Arbys-i928306129377128448.jpg,soup,hope your friday's as chilled out as a root bear float https://t.co/Ubc1XJSyno
178,Arbys-i928361269530374144.jpg,egg,one taught me love one taught me patience one taught me pain https://t.co/tmPCxhW68s
179,Arbys-i928669129212612608.jpg,vegetable,A pig that doesn't fly is just a pig https://t.co/mKEC9DlYSC
180,Arbys-i930480445589880833.jpg,vegetable,LOYALTY.  ( : Insta #BoldCraver  food.tattoos) https://t.co/LhXw0wNnV8
181,Arbys-i931205247166398464.jpg,seafood,Crab Linguini Alfredo   Alfredo Linguini Crab   https://t.co/pcI4I8bJ3b
182,Arbys-i931930024378122241.jpg,dairy-product,Fall just arrived early. Try the new #CaramelAppleFreeze today. https://t.co/MS0rgGCw6u
183,Arbys-i932654799346049025.jpg,dessert,noise levels https://t.co/Ewjsso2mKf
184,Arbys-i933379570081787904.jpg,soup,SpOoOooOOky Castle. #TBT https://t.co/uaYfDo6sSv
185,Arbys-i933746817464000513.jpg,dairy-product,Here s to a whole new year of breaks! #HappyNewYear   #mybreak https://t.co/tmX4rhZhGK
186,Arbys-i936278658842476549.jpg,fruit,#tbt to George Washington starting his day off right with a delicious stack of pancakes. http://t.co/X2pjFQivVi
187,Arbys-i938463470311366657.jpg,meat,me irl http://t.co/VRAFLzn68y
188,Arbys-i939177761452670976.jpg,noodles/pasta,Seeing is believing. @WarbyParker and @Arbys. Tomorrow... worlds collide. https://t.co/VpCcoSXT3t
189,Arbys-i940627310448746496.jpg,noodles/pasta,"hey denny's can I see your phone ""uh yeah one second"" https://t.co/XhTlrm2j8W"
190,Arbys-i941352097509007363.jpg,bread,see you in the pit #nationalmoshdogday https://t.co/DmsnY8qObj
191,Arbys-i942439257238536193.jpg,soup,All the skater otaku will love it https://t.co/u2dDD12iVm
192,Arbys-i942801640200978432.jpg,fried-food,At 8:30pm tomorrow #SwitchOff your lights to give Planet Earth a break. #HaveABreak https://t.co/aPL88T8qcY
193,Arbys-i943526433208516608.jpg,soup,Atari has arrived at Denny's: http://t.co/7bSfqYycgy http://t.co/CReUdYFjlN
194,Arbys-i943888819660529665.jpg,fried-food,Having trouble growing out that 'stache? Use our handy guide and make this a Movember to remember. https://t.co/cs71VOeB81
195,Arbys-i944975968715923456.jpg,meat,Nice  Spike Jonze! This version was more our style  but congrats nonetheless! #Oscars http://t.co/QiByyIDSUs
196,Arbys-i946063151488835585.jpg,soup,I ate your KITKAT #EndARelationshipIn4Words https://t.co/lkFcnyDnN9
197,Arbys-i946425513408569344.jpg,noodles/pasta,Let us fly you and a friend to LA for the BET Experience Sweepstakes! #MyCommunityPromo http://t.co/H9QxmMSMTX http://t.co/XAKZYkurTq
198,Arbys-i946455727408680967.jpg,rice,An unexpected combo  but it's really good https://t.co/KVY5vYf5cY
199,Arbys-i947149747726336000.jpg,soup,would rather watch this tbh http://t.co/Hl47g5L67f
200,Arbys-i947512689391124480.jpg,noodles/pasta,Let's give it up for Denny's on Demand! Enjoy this magical  melodious moment. https://t.co/CsQM5cyhGo https://t.co/14wT7KAvff
201,Arbys-i947875078615662592.jpg,seafood,KITKAT + Skateboarding = One Inventive Break! #mybreak https://t.co/UhGnw9w7UZ
202,Arbys-i948962226865664000.jpg,fried-food,This OREO cookie goes out to the 698 504 #unboxing fans who find this just as satisfying as the cookies themselves. https://t.co/mERzt0luEX
203,Arbys-i949324627058229250.jpg,vegetable,Catch us at Sundance. We encourage sneaking food into the theater. http://t.co/o6AuPojUvh
204,Arbys-i950411783776464897.jpg,rice,@SugarAM33 There's no wrong way in our books but if we had to choose  this is how we'd do it!: https://t.co/h4i4U2Vdvh
205,Arbys-i950774189983543297.jpg,egg,fries &gt; festivals #BKFlowerCrown https://t.co/7ffrUcqFng
206,Arbys-i951498957116489729.jpg,seafood,Did you know 1 in 5 children in the U.S. struggle with hunger? #passtheplate to help Denny s spread hunger awareness. http://t.co/Q2qhaiK8GD
207,Arbys-i951528580437168128.jpg,meat,Eavesdropping on your coworkers like... https://t.co/4NiRx0eN3N
208,Arbys-i951861354289246209.jpg,dessert,How to celebrate #InternationalBaconDay: Step 1: Add bacon Step 2: See step 1 https://t.co/S0vsGuJ5EW
